0,1,2,3,median_torque,avr,max
17.7507,,,,17.7507,17.7507,17.7507
15.15480042,18.93420029,17.76460075,,17.76460075,17.404550552499998,18.93420029
21.57850075,,,,21.57850075,21.57850075,21.57850075
21.74440002,,,,21.74440002,21.74440002,21.74440002
15.734700203,15.19180012,,,15.4632501615,15.4632501615,15.734700203
17.85759926,20.875,,,19.36629963,19.36629963,20.875
21.76799965,,,,21.76799965,21.76799965,21.76799965
21.84410095,,,,21.84410095,21.84410095,21.84410095
21.81270027,,,,21.81270027,21.81270027,21.81270027
17.8451004,,,,17.8451004,17.8451004,17.8451004
21.77770042,,,,21.77770042,21.77770042,21.77770042
21.74200058,19.392299652000002,,,20.567150116,20.567150116,21.74200058
15.805199623,15.21510029,,,15.510149956500001,15.510149956500001,15.805199623
17.85630035,17.85630035,,,17.85630035,17.85630035,17.85630035
17.83749962,,,,17.83749962,17.83749962,17.83749962
17.92639923,,,,17.92639923,17.92639923,17.92639923
23.18370056,22.13199997,,,22.657850265,22.657850264999997,23.18370056
22.20689964,,,,22.20689964,22.20689964,22.20689964
21.94099998,,,,21.94099998,21.94099998,21.94099998
22.06609917,,,,22.06609917,22.06609917,22.06609917
21.93770027,,,,21.93770027,21.93770027,21.93770027
21.93120003,,,,21.93120003,21.93120003,21.93120003
20.980300903,20.861600876,20.861600876,,20.861600876,20.891275882749998,20.980300903
20.993900299,,,,20.993900299,20.993900299,20.993900299
18.134899139,18.134899139,,,18.134899139,18.134899139,18.134899139
15.788999557,15.892700195,15.892700195,15.920200348,15.892700195,15.877460098,15.920200348
15.20689964,,,,15.20689964,15.20689964,15.20689964
17.87779999,,,,17.87779999,17.87779999,17.87779999
17.85899925,,,,17.85899925,17.85899925,17.85899925
17.80069923,,,,17.80069923,17.80069923,17.80069923
17.92919922,,,,17.92919922,17.92919922,17.92919922
17.98329926,,,,17.98329926,17.98329926,17.98329926
22.80590057,22.80590057,,,22.80590057,22.805900569999995,22.80590057
22.15620041,,,,22.15620041,22.15620041,22.15620041
21.94059944,,,,21.94059944,21.94059944,21.94059944
22.03610039,,,,22.03610039,22.03610039,22.03610039
21.99010086,,,,21.99010086,21.99010086,21.99010086
21.9246006,,,,21.9246006,21.9246006,21.9246006
21.92779922,,,,21.92779922,21.92779922,21.92779922
22.10409927,,,,22.10409927,22.10409927,22.10409927
22.05540085,,,,22.05540085,22.05540085,22.05540085
22.03140068,,,,22.03140068,22.03140068,22.03140068
21.956499100000002,,,,21.956499100000002,21.956499100000002,21.956499100000002
22.02949905,,,,22.02949905,22.02949905,22.02949905
21.91600037,,,,21.91600037,21.91600037,21.91600037
22.03619957,,,,22.03619957,22.03619957,22.03619957
21.93720055,,,,21.93720055,21.93720055,21.93720055
22.17110062,,,,22.17110062,22.17110062,22.17110062
21.90990067,,,,21.90990067,21.90990067,21.90990067
21.886499399999998,,,,21.886499399999998,21.886499399999998,21.886499399999998
22.11269951,,,,22.11269951,22.11269951,22.11269951
21.96109962,,,,21.96109962,21.96109962,21.96109962
22.12179947,,,,22.12179947,22.12179947,22.12179947
21.93969917,,,,21.93969917,21.93969917,21.93969917
22.07410049,,,,22.07410049,22.07410049,22.07410049
22.02510071,,,,22.02510071,22.02510071,22.02510071
21.90469933,,,,21.90469933,21.90469933,21.90469933
22.00959969,,,,22.00959969,22.00959969,22.00959969
21.7595005,,,,21.7595005,21.7595005,21.7595005
21.74010086,,,,21.74010086,21.74010086,21.74010086
21.80610085,,,,21.80610085,21.80610085,21.80610085
21.79260063,,,,21.79260063,21.79260063,21.79260063
21.87960052,,,,21.87960052,21.87960052,21.87960052
21.97929955,,,,21.97929955,21.97929955,21.97929955
21.8470993,,,,21.8470993,21.8470993,21.8470993
21.91539955,,,,21.91539955,21.91539955,21.91539955
21.9375,,,,21.9375,21.9375,21.9375
21.97909927,,,,21.97909927,21.97909927,21.97909927
22.06970024,,,,22.06970024,22.06970024,22.06970024
21.91760063,,,,21.91760063,21.91760063,21.91760063
21.96360016,,,,21.96360016,21.96360016,21.96360016
22.03249931,,,,22.03249931,22.03249931,22.03249931
21.97629929,21.97629929,,,21.97629929,21.97629929,21.97629929
22.77969933,22.77969933,22.8484993,,22.77969933,22.7968993225,22.8484993
17.91110039,21.21520042,,,19.563150405000002,19.563150405000002,21.21520042
17.91740036,,,,17.91740036,17.91740036,17.91740036
17.98399925,,,,17.98399925,17.98399925,17.98399925
17.88610077,,,,17.88610077,17.88610077,17.88610077
17.90559959,,,,17.90559959,17.90559959,17.90559959
17.99440002,,,,17.99440002,17.99440002,17.99440002
17.88820076,,,,17.88820076,17.88820076,17.88820076
17.86940002,,,,17.86940002,17.86940002,17.86940002
17.93400002,,,,17.93400002,17.93400002,17.93400002
17.89439964,,,,17.89439964,17.89439964,17.89439964
17.84379959,,,,17.84379959,17.84379959,17.84379959
17.92429924,,,,17.92429924,17.92429924,17.92429924
17.91180038,,,,17.91180038,17.91180038,17.91180038
20.972400665,,,,20.972400665,20.972400665,20.972400665
20.910800934,,,,20.910800934,20.910800934,20.910800934
17.92079926,,,,17.92079926,17.92079926,17.92079926
17.87010002,17.87010002,,,17.87010002,17.87010002,17.87010002
17.85700035,17.85700035,,,17.85700035,17.85700035,17.85700035
17.93289948,,,,17.93289948,17.93289948,17.93289948
17.98259926,17.98259926,,,17.98259926,17.98259926,17.98259926
19.1534996,18.02079964,,,18.587149619999998,18.587149619999998,19.1534996
20.0571003,20.0571003,17.87829971,,20.0571003,19.5124001525,20.0571003
15.34790039,17.91749954,,,16.632699965,16.632699965,17.91749954
15.29590034,,,,15.29590034,15.29590034,15.29590034
21.09519958,,,,21.09519958,21.09519958,21.09519958
20.971500397,,,,20.971500397,20.971500397,20.971500397
16.377399445,16.377399445,15.964500427,,16.377399445,16.274174690499997,16.377399445
17.131500244,16.025999069,,,16.5787496565,16.5787496565,17.131500244
16.197099685999998,15.981499672,15.981499672,16.072799683,16.0271496775,16.0520096781,16.197099685999998
16.03219986,15.34790039,,,15.690050124999999,15.690050124999999,16.03219986
16.046600342,,,,16.046600342,16.046600342,16.046600342
15.959699631,16.079200745,,,16.019450188,16.019450188,16.079200745
16.057600021,16.057600021,,,16.057600021,16.057600021,16.057600021
15.35750008,15.35750008,,,15.35750008,15.35750008,15.35750008
17.8757,,,,17.8757,17.8757,17.8757
17.9090004,,,,17.9090004,17.9090004,17.9090004
17.92359924,,,,17.92359924,17.92359924,17.92359924
17.86529922,,,,17.86529922,17.86529922,17.86529922
17.90559959,,,,17.90559959,17.90559959,17.90559959
17.90069962,17.90069962,,,17.90069962,17.90069962,17.90069962
18.86219978,18.86219978,17.84379959,,18.86219978,18.6075997325,18.86219978
15.23429966,,,,15.23429966,15.23429966,15.23429966
20.40880013,20.40880013,17.85309982,,20.40880013,19.7698750525,20.40880013
16.004699707,16.004699707,,,16.004699707,16.004699707,16.004699707
16.20459938,15.868000031,,,16.0362997055,16.0362997055,16.20459938
21.398799896,21.398799896,20.919300079,,21.398799896,21.27892494175,21.398799896
20.835599899,20.835599899,,,20.835599899,20.835599899,20.835599899
21.73559952,21.376399994,,,21.555999757000002,21.555999757000006,21.73559952
21.96640015,21.334699631,,,21.6505498905,21.6505498905,21.96640015
21.613399506,20.915500640999998,20.915500640999998,,20.915500640999998,21.089975357249998,21.613399506
20.951900482,17.868299484,16.922899246,16.244100571,17.395599365000002,17.8765598296,20.951900482
16.064599990999998,,,,16.064599990999998,16.064599990999998,16.064599990999998
15.944299698,15.911899567,15.911899567,,15.911899567,15.91999959975,15.944299698
15.903599739,15.903599739,15.970199585,16.046199799,15.936899662,15.9520997048,16.046199799
15.20549965,,,,15.20549965,15.20549965,15.20549965
15.32050037,,,,15.32050037,15.32050037,15.32050037
20.31669998,17.89789963,17.89789963,,17.89789963,18.5025997175,20.31669998
17.94239998,,,,17.94239998,17.94239998,17.94239998
15.962900162,15.962900162,15.903900146,16.011100769000002,15.962900162,15.9607402802,16.011100769000002
17.9048996,,,,17.9048996,17.9048996,17.9048996
17.93610001,,,,17.93610001,17.93610001,17.93610001
17.841699600000002,,,,17.841699600000002,17.841699600000002,17.841699600000002
17.87989998,,,,17.87989998,17.87989998,17.87989998
17.83119965,,,,17.83119965,17.83119965,17.83119965
17.83289909,,,,17.83289909,17.83289909,17.83289909
21.48839951,21.48839951,22.82909966,,21.48839951,21.8235745475,22.82909966
21.6923008,,,,21.6923008,21.6923008,21.6923008
21.77359962,,,,21.77359962,21.77359962,21.77359962
21.72669983,,,,21.72669983,21.72669983,21.72669983
21.73990059,,,,21.73990059,21.73990059,21.73990059
21.5442009,,,,21.5442009,21.5442009,21.5442009
21.67650032,,,,21.67650032,21.67650032,21.67650032
21.67490005,,,,21.67490005,21.67490005,21.67490005
21.60610008,21.60610008,,,21.60610008,21.60610008,21.60610008
21.147100449,17.966299057,,,19.556699753,19.556699753,21.147100449
19.22500038,17.87919998,17.87919998,,17.87919998,18.21565008,19.22500038
15.22189999,,,,15.22189999,15.22189999,15.22189999
17.97430038,,,,17.97430038,17.97430038,17.97430038
17.90559959,,,,17.90559959,17.90559959,17.90559959
16.003000259,15.29179955,,,15.6473999045,15.6473999045,16.003000259
16.620399475,15.95909977,16.037599564,,16.037599564,16.16367459325,16.620399475
20.892499924000003,17.938299179,,,19.415399551500002,19.415399551500002,20.892499924000003
21.597799300000002,,,,21.597799300000002,21.597799300000002,21.597799300000002
21.6984005,,,,21.6984005,21.6984005,21.6984005
21.63229942,,,,21.63229942,21.63229942,21.63229942
22.00440025,,,,22.00440025,22.00440025,22.00440025
21.81979942,,,,21.81979942,21.81979942,21.81979942
21.63249969,22.89299965,,,22.262749669999998,22.262749669999994,22.89299965
17.83049965,,,,17.83049965,17.83049965,17.83049965
17.82990074,,,,17.82990074,17.82990074,17.82990074
17.79509926,,,,17.79509926,17.79509926,17.79509926
17.83499908,,,,17.83499908,17.83499908,17.83499908
17.79089928,,,,17.79089928,17.79089928,17.79089928
20.96570015,,,,20.96570015,20.96570015,20.96570015
16.459899902,,,,16.459899902,16.459899902,16.459899902
15.31229973,,,,15.31229973,15.31229973,15.31229973
16.082300185999998,16.082300185999998,,,16.082300185999998,16.082300185999998,16.082300185999998
21.07049942,17.98390007,17.067800522,,17.98390007,18.5265250205,21.07049942
19.255599976,21.413200378,,,20.334400177,20.334400177,21.413200378
21.95260048,,,,21.95260048,21.95260048,21.95260048
22.07019997,,,,22.07019997,22.07019997,22.07019997
22.02169991,,,,22.02169991,22.02169991,22.02169991
22.08620071,,,,22.08620071,22.08620071,22.08620071
22.15579987,,,,22.15579987,22.15579987,22.15579987
22.08429909,,,,22.08429909,22.08429909,22.08429909
22.1765995,,,,22.1765995,22.1765995,22.1765995
17.97780037,,,,17.97780037,17.97780037,17.97780037
17.89649963,,,,17.89649963,17.89649963,17.89649963
17.94720078,,,,17.94720078,17.94720078,17.94720078
18.03890038,,,,18.03890038,18.03890038,18.03890038
15.985500336,15.985500336,16.096300125,16.074399948,16.029950142,16.0343301774,16.096300125
22.25550079,,,,22.25550079,22.25550079,22.25550079
22.19750023,,,,22.19750023,22.19750023,22.19750023
22.36969948,,,,22.36969948,22.36969948,22.36969948
22.09280014,,,,22.09280014,22.09280014,22.09280014
22.37820053,,,,22.37820053,22.37820053,22.37820053
22.27490044,,,,22.27490044,22.27490044,22.27490044
17.98819923,,,,17.98819923,17.98819923,17.98819923
17.96850014,,,,17.96850014,17.96850014,17.96850014
20.91430092,20.91430092,17.95280075,,20.91430092,20.1739258775,20.91430092
21.173200607000002,,,,21.173200607000002,21.173200607000002,21.173200607000002
21.279800415,,,,21.279800415,21.279800415,21.279800415
22.48259926,21.216699600000002,22.010900496999998,,22.010900496999998,21.930274963499997,22.48259926
22.34490013,,,,22.34490013,22.34490013,22.34490013
20.20529938,20.20529938,,,20.20529938,20.20529938,20.20529938
17.89719963,,,,17.89719963,17.89719963,17.89719963
17.88820076,,,,17.88820076,17.88820076,17.88820076
17.92009926,,,,17.92009926,17.92009926,17.92009926
17.90970039,,,,17.90970039,17.90970039,17.90970039
15.32190037,20.75559998,,,18.038750175,18.038750175,20.75559998
16.057100295999998,16.057100295999998,16.099000931,,16.057100295999998,16.06757545475,16.099000931
20.965499878,21.488100051999997,,,21.226799964999998,21.226799964999998,21.488100051999997
22.26390076,,,,22.26390076,22.26390076,22.26390076
22.23220062,,,,22.23220062,22.23220062,22.23220062
22.27140045,,,,22.27140045,22.27140045,22.27140045
22.31209946,,,,22.31209946,22.31209946,22.31209946
22.24570084,,,,22.24570084,22.24570084,22.24570084
22.19860077,,,,22.19860077,22.19860077,22.19860077
23.39410019,23.39410019,22.28590012,,23.39410019,23.1170501725,23.39410019
17.82640076,,,,17.82640076,17.82640076,17.82640076
17.81749916,,,,17.81749916,17.81749916,17.81749916
17.82780075,,,,17.82780075,17.82780075,17.82780075
17.85140038,,,,17.85140038,17.85140038,17.85140038
17.785299300000002,,,,17.785299300000002,17.785299300000002,17.785299300000002
17.83119965,,,,17.83119965,17.83119965,17.83119965
17.83989906,,,,17.83989906,17.83989906,17.83989906
17.89240074,,,,17.89240074,17.89240074,17.89240074
16.614500046,16.614500046,15.99600029,,16.614500046,16.459875107,16.614500046
21.14730072,21.14730072,21.817399979,,21.14730072,21.31482553475,21.817399979
22.69809914,,,,22.69809914,22.69809914,22.69809914
22.20879936,,,,22.20879936,22.20879936,22.20879936
22.59480095,,,,22.59480095,22.59480095,22.59480095
22.62100029,,,,22.62100029,22.62100029,22.62100029
22.60219955,,,,22.60219955,22.60219955,22.60219955
22.28179932,,,,22.28179932,22.28179932,22.28179932
17.82640076,,,,17.82640076,17.82640076,17.82640076
17.96249962,,,,17.96249962,17.96249962,17.96249962
21.405000687,17.976499557,17.976499557,17.312999725,17.976499557,18.5294998166,21.405000687
22.76530075,,,,22.76530075,22.76530075,22.76530075
23.02479935,,,,23.02479935,23.02479935,23.02479935
22.65480042,,,,22.65480042,22.65480042,22.65480042
22.88839912,,,,22.88839912,22.88839912,22.88839912
17.99650002,,,,17.99650002,17.99650002,17.99650002
18.05209923,,,,18.05209923,18.05209923,18.05209923
17.024000168,16.531200409,,,16.7776002885,16.7776002885,17.024000168
22.85689926,,,,22.85689926,22.85689926,22.85689926
23.00300026,,,,23.00300026,23.00300026,23.00300026
22.72450066,,,,22.72450066,22.72450066,22.72450066
22.29640007,22.29640007,24.00979996,,22.29640007,22.724750042500002,24.00979996
17.71109962,,,,17.71109962,17.71109962,17.71109962
16.005699158,15.09319973,,,15.549449444,15.549449443999999,16.005699158
22.95919991,,,,22.95919991,22.95919991,22.95919991
23.08869934,,,,23.08869934,23.08869934,23.08869934
17.76530075,,,,17.76530075,17.76530075,17.76530075
17.68400002,,,,17.68400002,17.68400002,17.68400002
21.491699219,,,,21.491699219,21.491699219,21.491699219
15.960000037999999,15.986000060999999,,,15.973000049499998,15.973000049499996,15.986000060999999
23.37409973,,,,23.37409973,23.37409973,23.37409973
24.12779999,,,,24.12779999,24.12779999,24.12779999
17.72360039,,,,17.72360039,17.72360039,17.72360039
17.69029999,,,,17.69029999,17.69029999,17.69029999
17.720800399999998,,,,17.720800399999998,17.720800399999998,17.720800399999998
24.43330002,,,,24.43330002,24.43330002,24.43330002
23.78709984,,,,23.78709984,23.78709984,23.78709984
24.46850014,,,,24.46850014,24.46850014,24.46850014
23.88949966,,,,23.88949966,23.88949966,23.88949966
24.12179947,24.12179947,25.15740013,,24.12179947,24.380699635,25.15740013
17.66180038,,,,17.66180038,17.66180038,17.66180038
17.70899963,,,,17.70899963,17.70899963,17.70899963
17.66939926,,,,17.66939926,17.66939926,17.66939926
17.6534996,,,,17.6534996,17.6534996,17.6534996
17.892599106,17.11179924,,,17.502199173,17.502199173,17.892599106
24.63730049,,,,24.63730049,24.63730049,24.63730049
25.59939957,,,,25.59939957,25.59939957,25.59939957
24.95479965,,,,24.95479965,24.95479965,24.95479965
26.05170059,,,,26.05170059,26.05170059,26.05170059
25.15920067,,,,25.15920067,25.15920067,25.15920067
17.74510002,17.74510002,,,17.74510002,17.74510002,17.74510002
17.71879959,,,,17.71879959,17.71879959,17.71879959
17.68050003,,,,17.68050003,17.68050003,17.68050003
17.63610077,,,,17.63610077,17.63610077,17.63610077
17.66950035,,,,17.66950035,17.66950035,17.66950035
15.991600037000001,15.1232996,,,15.5574498185,15.557449818499999,15.991600037000001
26.79260063,,,,26.79260063,26.79260063,26.79260063
26.89669991,,,,26.89669991,26.89669991,26.89669991
27.21980095,,,,27.21980095,27.21980095,27.21980095
17.72990036,,,,17.72990036,17.72990036,17.72990036
17.6534996,,,,17.6534996,17.6534996,17.6534996
17.73329926,,,,17.73329926,17.73329926,17.73329926
17.60000038,,,,17.60000038,17.60000038,17.60000038
17.63960075,,,,17.63960075,17.63960075,17.63960075
29.36059952,29.36059952,,,29.36059952,29.360599520000005,29.360599520000005
27.71570015,,,,27.71570015,27.71570015,27.71570015
27.24130058,,,,27.24130058,27.24130058,27.24130058
27.82740021,,,,27.82740021,27.82740021,27.82740021
27.220100399999996,,,,27.220100399999996,27.220100399999996,27.220100399999996
27.23419952,16.399999619000003,,,21.8170995695,21.8170995695,27.23419952
22.326700211,,,,22.326700211,22.326700211,22.326700211
21.32099915,,,,21.32099915,21.32099915,21.32099915
26.29339981,,,,26.29339981,26.29339981,26.29339981
27.87820053,,,,27.87820053,27.87820053,27.87820053
27.77109909,,,,27.77109909,27.77109909,27.77109909
28.66160011,,,,28.66160011,28.66160011,28.66160011
27.71800041,,,,27.71800041,27.71800041,27.71800041
27.5510006,,,,27.5510006,27.5510006,27.5510006
27.69479942,,,,27.69479942,27.69479942,27.69479942
27.48590088,,,,27.48590088,27.48590088,27.48590088
17.345800399999998,,,,17.345800399999998,17.345800399999998,17.345800399999998
17.41600037,,,,17.41600037,17.41600037,17.41600037
17.35350037,17.35350037,,,17.35350037,17.35350037,17.35350037
20.28960037,20.28960037,17.34930038,,20.28960037,19.5545253725,20.28960037
17.36809921,,,,17.36809921,17.36809921,17.36809921
14.65620041,,,,14.65620041,14.65620041,14.65620041
14.71640015,14.71640015,,,14.71640015,14.71640015,14.71640015
14.81919956,,,,14.81919956,14.81919956,14.81919956
15.703900337,15.703900337,15.751799583,,15.703900337,15.7158751485,15.751799583
15.744600296,15.744600296,,,15.744600296,15.744600296,15.744600296
17.535800934,16.745399475,16.745399475,15.675999640999999,16.745399475,16.6895998,17.535800934
16.212200165,16.212200165,15.657299995,,16.212200165,16.0734751225,16.212200165
22.412399291999996,17.531700134,16.91519928,,17.531700134,18.59774971,22.412399291999996
17.596300125,,,,17.596300125,17.596300125,17.596300125
20.551000595,20.551000595,,,20.551000595,20.551000595,20.551000595
28.18619919,,,,28.18619919,28.18619919,28.18619919
28.27109909,,,,28.27109909,28.27109909,28.27109909
27.96030045,,,,27.96030045,27.96030045,27.96030045
28.09609985,,,,28.09609985,28.09609985,28.09609985
27.77330017,,,,27.77330017,27.77330017,27.77330017
28.35050011,,,,28.35050011,28.35050011,28.35050011
27.86969948,,,,27.86969948,27.86969948,27.86969948
28.48870087,,,,28.48870087,28.48870087,28.48870087
27.95120049,,,,27.95120049,27.95120049,27.95120049
28.58889961,,,,28.58889961,28.58889961,28.58889961
27.75880051,,,,27.75880051,27.75880051,27.75880051
28.57069969,,,,28.57069969,28.57069969,28.57069969
27.44560051,,,,27.44560051,27.44560051,27.44560051
28.47100067,,,,28.47100067,28.47100067,28.47100067
27.43309975,,,,27.43309975,27.43309975,27.43309975
28.705200199999997,,,,28.705200199999997,28.705200199999997,28.705200199999997
27.64410019,,,,27.64410019,27.64410019,27.64410019
27.57189941,,,,27.57189941,27.57189941,27.57189941
28.68790054,,,,28.68790054,28.68790054,28.68790054
27.76670074,,,,27.76670074,27.76670074,27.76670074
28.79310036,,,,28.79310036,28.79310036,28.79310036
27.81049919,,,,27.81049919,27.81049919,27.81049919
27.63509941,,,,27.63509941,27.63509941,27.63509941
28.75359917,,,,28.75359917,28.75359917,28.75359917
27.80500031,,,,27.80500031,27.80500031,27.80500031
28.93810081,,,,28.93810081,28.93810081,28.93810081
28.10829926,,,,28.10829926,28.10829926,28.10829926
28.07799911,,,,28.07799911,28.07799911,28.07799911
27.80500031,,,,27.80500031,27.80500031,27.80500031
28.09119987,,,,28.09119987,28.09119987,28.09119987
27.91790009,,,,27.91790009,27.91790009,27.91790009
28.03770065,,,,28.03770065,28.03770065,28.03770065
28.44009972,,,,28.44009972,28.44009972,28.44009972
27.99150085,,,,27.99150085,27.99150085,27.99150085
28.11849976,,,,28.11849976,28.11849976,28.11849976
